no,date,season,year,month,day,day_type,weather,temperature,humidity,wind_speed,casual,registered,count
715,2012-12-15,Winter,2012,December,Saturday,Weekend,Clear,7.235849,65.0417,0.10635,767,4280,5047
716,2012-12-16,Winter,2012,December,Sunday,Weekend,MistCloud,9.037499999999998,83.875,0.100742,538,3248,3786
717,2012-12-17,Winter,2012,December,Monday,Weekday,MistCloud,10.486650999999998,90.7083,0.0982583,212,4373,4585
718,2012-12-18,Winter,2012,December,Tuesday,Weekday,Clear,11.309151,66.625,0.221404,433,5124,5557
719,2012-12-19,Winter,2012,December,Wednesday,Weekday,Clear,7.627500000000001,62.5417,0.184092,333,4934,5267
720,2012-12-20,Winter,2012,December,Thursday,Weekday,MistCloud,7.510000000000002,66.79169999999999,0.132463,314,3814,4128
721,2012-12-21,Spring,2012,December,Friday,Weekday,MistCloud,7.353349,55.666700000000006,0.374383,221,3402,3623
722,2012-12-22,Spring,2012,December,Saturday,Weekend,Clear,4.494150999999999,44.125,0.407346,205,1544,1749
723,2012-12-23,Spring,2012,December,Sunday,Weekend,Clear,3.554150999999999,51.5417,0.133083,408,1379,1787
724,2012-12-24,Spring,2012,December,Monday,Weekday,MistCloud,2.871288,79.1304,0.0772304,174,746,920
725,2012-12-25,Spring,2012,December,Tuesday,Weekend,MistCloud,5.691288,73.47829999999999,0.168726,440,573,1013
726,2012-12-26,Spring,2012,December,Wednesday,Weekday,LightRainSnow,3.4366509999999995,82.3333,0.316546,9,432,441
727,2012-12-27,Spring,2012,December,Thursday,Weekday,MistCloud,3.945848999999999,65.29169999999999,0.350133,247,1867,2114
728,2012-12-28,Spring,2012,December,Friday,Weekday,MistCloud,3.9066509999999983,59.0,0.155471,644,2451,3095
729,2012-12-29,Spring,2012,December,Saturday,Weekend,MistCloud,3.9066509999999983,75.29169999999999,0.124383,159,1182,1341
730,2012-12-30,Spring,2012,December,Sunday,Weekend,Clear,4.024151,48.3333,0.350754,364,1432,1796
731,2012-12-31,Spring,2012,December,Monday,Weekday,MistCloud,2.144150999999999,57.75,0.154846,439,2290,2729
